channel_name,category,Sub-category,Customer Remarks,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,Response Time (mins)
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 10:52:00,2023-02-08 11:03:00,2023-08-02,Unknown,Unknown,,,Betty Schmidt,Evelyn Kimura,John Smith,0-30,Morning,5.0,11.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,2023-07-15 14:52:00,2023-02-08 13:52:00,2023-02-08 13:55:00,2023-08-02,BIHAR SHARIF,Mobile,6999.0,,Luke Schultz,Austin Johnson,Michael Lee,0-30,Morning,5.0,3.0
Inbound,Returns,Wrong,No Remarks,2023-07-27 12:53:00,,2023-01-08 10:21:00,2023-08-01,RAXAUL,Books & General merchandise,1399.0,,Kim Barnes,Emma Park,Jennifer Nguyen,On Job Training,Evening,5.0,
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 13:14:00,2023-01-08 13:14:00,2023-08-01,Unknown,Unknown,,,Mark Black,Sophia Sato,John Smith,>90,Afternoon,5.0,0.0
Inbound,Order Related,Unable to track,So bad experience with Shopzilla there is no one to tell me what will do now one month ago I want to replace my order then they cancel the delivery then I can return the product after then Shopzilla cancel one again and then  I call to costumers support they will say ur return policy will be expired then I again raise the problem then they say replace will be available but automatically deliverey canceled by Shopzilla this my fault I can see you in consumer court Shopzilla till I wait for last dilivery attempt date 5 August after I will see you in consumer court who will give me the loss of my 21 day work ,,2023-01-08 13:49:00,2023-01-08 14:46:00,2023-08-01,Unknown,Unknown,,,Pamela Perez,Zoe Yamamoto,John Smith,>90,Morning,1.0,57.0
Inbound,Returns,Reverse Pickup Enquiry,Wrong Product send and delivery boy very rude,,2023-01-08 16:54:00,2023-02-08 12:31:00,2023-08-02,Unknown,Unknown,,,Patrick Flores,Olivia Wang,John Smith,>90,Evening,1.0,44377.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 04:22:00,2023-02-08 04:54:00,2023-08-02,Unknown,Unknown,,,John Gonzalez,Noah Patel,Michael Lee,31-60,Night,5.0,32.0
Outcall,Shopzilla Related,General Enquiry,No Remarks,,2023-02-08 11:26:00,2023-02-08 11:36:00,2023-08-02,Unknown,Unknown,,,Jose Jordan,Olivia Suzuki,John Smith,31-60,Morning,5.0,10.0
Outcall,Others,Call back request,** service,,2023-02-08 14:46:00,2023-02-08 15:00:00,2023-08-02,Unknown,Unknown,,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,1.0,14.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 20:42:00,2023-02-08 21:05:00,2023-08-02,Unknown,Unknown,,,Claudia Massey,Jacob Sato,Emily Chen,61-90,Evening,4.0,23.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 21:33:00,2023-02-08 21:35:00,2023-08-02,Unknown,Unknown,,,Garrett Parker,Wyatt Kim,Michael Lee,>90,Evening,5.0,2.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 18:05:00,2023-01-08 18:14:00,2023-08-01,Unknown,Unknown,,,Craig Henderson,Brayden Wong,John Smith,>90,Evening,5.0,9.0
Inbound,Returns,Fraudulent User,Grocery products open delivery delivery boy messing products then sale other local shop ,,2023-01-08 20:58:00,2023-02-08 00:53:00,2023-08-02,Unknown,Unknown,,,Sarah Bennett,Emma Park,Olivia Tan,>90,Morning,4.0,43435.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 18:28:00,2023-01-08 18:54:00,2023-08-01,Unknown,Unknown,,,Diana Terry,Emily Yamashita,John Smith,>90,Morning,5.0,26.0
Inbound,Order Related,Delayed,No Remarks,,2023-01-08 11:14:00,2023-01-08 11:20:00,2023-08-01,Unknown,Unknown,,,Bobby Higgins,Scarlett Chen,John Smith,0-30,Morning,4.0,6.0
Outcall,Returns,Missing,No Remarks,,2023-01-08 13:12:00,2023-01-08 17:23:00,2023-08-01,Unknown,Unknown,,,Jamie Burnett,Mia Patel,Olivia Tan,0-30,Morning,5.0,251.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 16:45:00,2023-01-08 16:48:00,2023-08-01,Unknown,Unknown,,,Dr. Heather Lewis,Elijah Yamaguchi,Emily Chen,61-90,Evening,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 17:34:00,2023-02-08 17:37:00,2023-08-02,Unknown,Unknown,,,Paul Preston,Noah Patel,Michael Lee,31-60,Evening,1.0,3.0
Inbound,Cancellation,Not Needed,Please solve my problem ,2023-07-08 20:26:00,2023-01-08 11:37:00,2023-01-08 11:43:00,2023-08-01,NEW DELHI,Home Appliences,1498.0,,Anthony Hayes,Madison Kim,Emily Chen,>90,Split,5.0,6.0
Outcall,Shopzilla Related,Signup Issues,No Remarks,,,2023-01-08 07:43:00,2023-08-01,Unknown,Unknown,,,Haley Chambers DDS,Brayden Wong,John Smith,>90,Evening,5.0,
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-15 21:55:00,,2023-02-08 13:25:00,2023-08-02,HYDERABAD,Electronics,86990.0,,Melissa Russell,Harper Wong,Emily Chen,31-60,Afternoon,1.0,
Inbound,Order Related,Order status enquiry,thank you,,2023-01-08 17:47:00,2023-01-08 18:41:00,2023-08-01,Unknown,Unknown,,,Amy Calderon,Elijah Yamaguchi,Michael Lee,31-60,Afternoon,4.0,54.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,2023-07-14 20:18:00,2023-02-08 14:43:00,2023-02-08 14:47:00,2023-08-02,AHMEDABAD,Books & General merchandise,235.0,,Steven Cline,Emily Yamashita,John Smith,>90,Morning,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-22 10:41:00,2023-01-08 12:26:00,2023-01-08 12:32:00,2023-08-01,ALLAHABAD,Books & General merchandise,1649.0,,Sharon Bullock,Scarlett Chen,John Smith,0-30,Morning,5.0,6.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 06:33:00,2023-01-08 06:42:00,2023-08-01,Unknown,Unknown,,,Timothy Henry,William Park,John Smith,31-60,Morning,1.0,9.0
Inbound,Shopzilla Related,Shopzila Premium Related,No Remarks,,2023-01-08 17:54:00,2023-01-08 18:10:00,2023-08-01,Unknown,Unknown,,,David Todd,Noah Patel,Michael Lee,31-60,Evening,5.0,16.0
Inbound,Returns,Return request,Very good costomer care,,2023-01-08 20:26:00,2023-01-08 20:29:00,2023-08-01,Unknown,Unknown,,,Brianna Orr,Lucas Singh,John Smith,>90,Evening,5.0,3.0
Inbound,Order Related,Installation/demo,Sir my watch doesn't show any activity on screen,2023-06-13 22:28:00,2023-01-08 09:02:00,2023-01-08 09:09:00,2023-08-01,KOTA,Electronics,1199.0,,Donna Gilmore,Scarlett Chen,John Smith,0-30,Morning,1.0,7.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 16:15:00,2023-01-08 17:12:00,2023-08-01,Unknown,Unknown,,,Elizabeth Garcia,Madison Kim,John Smith,>90,Afternoon,5.0,57.0
Email,Order Related,Delayed,No Remarks,,2023-01-08 19:21:00,2023-01-08 19:29:00,2023-08-01,Unknown,Unknown,,,Holly Glover,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,1.0,8.0
Outcall,Cancellation,Return cancellation,No Remarks,,2023-02-08 18:53:00,2023-02-08 18:58:00,2023-08-02,Unknown,Unknown,,,Carolyn Sullivan,Brayden Wong,Michael Lee,>90,Afternoon,4.0,5.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 09:30:00,2023-01-08 09:32:00,2023-08-01,Unknown,Unknown,,,Erika Black,Scarlett Chen,John Smith,0-30,Morning,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,???-??? galtiyan karo Uske Bad review chahie Tumko,,2023-01-08 19:51:00,2023-02-08 13:27:00,2023-08-02,Unknown,Unknown,,,Wendy Lang,Sophia Sato,John Smith,>90,Afternoon,1.0,44256.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-01-08 20:36:00,2023-01-08 20:37:00,2023-08-01,Unknown,Unknown,,,Sara Rodriguez,Lily Chen,Michael Lee,31-60,Evening,5.0,1.0
Email,Cancellation,Not Needed,Agent disconnected call on enquiring about escalation process,2023-07-18 15:19:00,2023-02-08 12:26:00,2023-02-08 13:05:00,2023-08-02,CHENNAI,Mobile,49999.0,,Anthony Hancock,William Park,Jennifer Nguyen,On Job Training,Morning,1.0,39.0
Inbound,Order Related,Delayed,No Remarks,2023-07-23 12:10:00,2023-02-08 16:19:00,2023-02-08 16:26:00,2023-08-02,DURG,LifeStyle,249.0,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,7.0
Inbound,Order Related,General Enquiry,No Remarks,,2023-01-08 06:58:00,2023-01-08 07:26:00,2023-08-01,Unknown,Unknown,,,Timothy Henry,William Park,John Smith,31-60,Morning,1.0,28.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-01-08 19:51:00,2023-01-08 19:52:00,2023-08-01,Unknown,Unknown,,,Cindy Kerr,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,1.0
Inbound,Refund Related,Refund Enquiry,Where my refund amount,,2023-01-08 21:01:00,2023-01-08 21:40:00,2023-08-01,Unknown,Unknown,,,Ronald King,William Park,John Smith,61-90,Evening,1.0,39.0
Inbound,Returns,Reverse Pickup Enquiry,"It was all cool ?? the raw bananas (1kg) that i received are almost ripe now, and not fit to be made into a curry.. so, i had raised a return request for that, as i didn't notice it during the delivery.. the customer support executive was really helpful, as I wanted to know when they'd come back for the pickup.. but I was told that there won't be a pickup as they'll only refund the amount.. but you may please take the product back, as it's not needed ?? thank you so much for the swift response!",,2023-02-08 10:10:00,2023-02-08 17:07:00,2023-08-02,Unknown,Unknown,,,Wendy Taylor,Madison Kim,Michael Lee,31-60,Evening,5.0,417.0
Inbound,Cancellation,Not Needed,No Remarks,,2023-02-08 16:02:00,2023-02-08 16:05:00,2023-08-02,Unknown,Unknown,,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,4.0,3.0
Inbound,Returns,Return request,No Remarks,2023-07-24 14:54:00,2023-01-08 11:24:00,2023-01-08 11:31:00,2023-08-01,HAMIRPUR,LifeStyle,469.0,,Stephanie Holmes,Mia Patel,Jennifer Nguyen,On Job Training,Morning,4.0,7.0
Inbound,Order Related,Order status enquiry,Very nice talking ,,2023-01-08 20:01:00,2023-01-08 20:02:00,2023-08-01,Unknown,Unknown,,,Paul Ryan,Elijah Yamaguchi,John Smith,>90,Evening,5.0,1.0
Inbound,Order Related,Delayed,Thanks for costomar service ,,2023-02-08 12:50:00,2023-02-08 12:54:00,2023-08-02,Unknown,Unknown,,,John Jones,Aiden Patel,John Smith,>90,Morning,5.0,4.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-02-08 16:04:00,2023-02-08 21:46:00,2023-08-02,Unknown,Unknown,,,Karen Bullock,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,1.0,342.0
Inbound,Returns,Damaged,No Remarks,,2023-02-08 17:30:00,2023-02-08 22:57:00,2023-08-02,Unknown,Unknown,,,Russell Lee,Scarlett Chen,John Smith,>90,Morning,5.0,327.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-02-08 21:32:00,2023-02-08 21:39:00,2023-08-02,Unknown,Unknown,,,Nicole Zavala,Oliver Nguyen,John Smith,>90,Morning,1.0,7.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 10:37:00,2023-01-08 12:48:00,2023-08-01,Unknown,Unknown,,,Stacy Singh,Aiden Patel,John Smith,>90,Morning,5.0,131.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 17:02:00,2023-01-08 17:07:00,2023-08-01,Unknown,Unknown,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon,5.0,5.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-01-08 18:56:00,2023-01-08 18:59:00,2023-08-01,Unknown,Unknown,,,Tommy Davies,Ava Wong,Olivia Tan,>90,Evening,3.0,3.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 20:18:00,2023-01-08 20:59:00,2023-08-01,Unknown,Unknown,,,John Barrett,Aiden Patel,John Smith,>90,Morning,5.0,41.0
Inbound,Refund Related,Refund Related Issues,No Remarks,,2023-01-08 20:57:00,2023-01-08 20:59:00,2023-08-01,Unknown,Unknown,,,Joseph Padilla,Madison Kim,Michael Lee,31-60,Evening,5.0,2.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 19:15:00,2023-02-08 19:17:00,2023-08-02,Unknown,Unknown,,,Briana Patton,Aiden Patel,John Smith,>90,Morning,5.0,2.0
Outcall,Returns,Return request,No Remarks,,2023-02-08 23:36:00,2023-02-08 23:45:00,2023-08-02,Unknown,Unknown,,,Lisa Thompson DVM,Carter Park,Michael Lee,>90,Evening,5.0,9.0
Inbound,Order Related,Delayed,No Remarks,2023-07-22 11:17:00,2023-01-08 07:47:00,2023-01-08 07:49:00,2023-08-01,CHHATARPUR,Mobile,18999.0,,Donna Gilmore,Scarlett Chen,John Smith,0-30,Morning,5.0,2.0
Outcall,Cancellation,Not Needed,Poor seevices ,2023-07-07 03:28:00,2023-02-08 00:11:00,2023-02-08 00:24:00,2023-08-02,THANE,Books & General merchandise,92.0,,Alan Sweeney,Madison Kim,Michael Lee,31-60,Evening,1.0,13.0
Inbound,Cancellation,Not Needed,No Remarks,2023-07-30 15:59:00,,2023-02-08 19:48:00,2023-08-02,NAGPUR,Mobile,11999.0,,Ashley Ward,Carter Park,Jennifer Nguyen,On Job Training,Evening,5.0,
Inbound,Cancellation,Not Needed,No Remarks,,2023-01-08 18:55:00,2023-02-08 02:03:00,2023-08-02,Unknown,Unknown,,,Wendy Mitchell,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,43628.0
Inbound,Returns,Reverse Pickup Enquiry,Pathetic service ,2023-07-18 20:44:00,,2023-02-08 23:07:00,2023-08-02,AJMER,LifeStyle,299.0,,Diana Sanchez,William Park,John Smith,0-30,Morning,1.0,
Inbound,Order Related,Seller Cancelled Order,No Remarks,2023-07-27 15:42:00,2023-01-08 00:40:00,2023-01-08 00:41:00,2023-08-01,SHYAMNAGAR,Home,100.0,,Nicole Hicks,Jackson Park,Michael Lee,>90,Evening,5.0,1.0
Inbound,Order Related,General Enquiry,No Remarks,,2023-01-08 14:16:00,2023-01-08 15:54:00,2023-08-01,Unknown,Unknown,,,Evan Ramsey,Ethan Tan,John Smith,>90,Morning,5.0,98.0
Inbound,Returns,Service Centres Related,No Remarks,2023-06-01 21:18:00,2023-02-08 14:49:00,2023-02-08 14:51:00,2023-08-02,GANGANAGAR,Electronics,1299.0,,Kevin Walsh,Lily Chen,Michael Lee,>90,Morning,5.0,2.0
Inbound,Order Related,Delayed,Customer care didn't help me and I had tried raise my issue that please deliver item in time but they didn't help even senior executive didn't help me she only says casually that please wait I m waiting for order from 22 of July but right now it is not deliver they are postponding the date of delivery but order has been not deliver.senior offficer has not any knowledge. And she voluntarily not tried to help .this system is very worst,2023-07-22 01:48:00,2023-01-08 14:21:00,2023-01-08 14:39:00,2023-08-01,NAGPUR,Mobile,32999.0,,Adriana Adams,Sophia Sato,John Smith,0-30,Morning,1.0,18.0
Inbound,Returns,Reverse Pickup Enquiry,Very good ,2023-07-17 22:51:00,2023-02-08 17:59:00,2023-02-08 18:14:00,2023-08-02,SONBHADRA,Mobile,13990.0,,Trevor Turner,Olivia Wang,Emily Chen,31-60,Evening,5.0,15.0
Inbound,Product Queries,Product Specific Information,My problem not solved ,,,2023-02-08 22:05:00,2023-08-02,Unknown,Unknown,,,Carla Burke,Amelia Tanaka,Michael Lee,31-60,Evening,1.0,
Inbound,Cancellation,Not Needed,Best communication,2023-07-31 19:28:00,,2023-01-08 06:58:00,2023-08-01,KOLHAPUR,Mobile,14995.0,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,
Outcall,Returns,Fraudulent User,No Remarks,2023-07-29 02:33:00,2023-01-08 00:54:00,2023-01-08 00:55:00,2023-08-01,BHUJ,Books & General merchandise,145.0,,Robert Elliott,Jackson Park,Michael Lee,31-60,Evening,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,Shopzilla services very good,,2023-01-08 18:50:00,2023-01-08 18:55:00,2023-08-01,Unknown,Unknown,,,Melissa Murray,Logan Lee,Emily Chen,61-90,Evening,5.0,5.0
Outcall,Order Related,Order status enquiry,Well ok,,2023-02-08 10:34:00,2023-02-08 10:34:00,2023-08-02,Unknown,Unknown,,,Jamie Burnett,Mia Patel,Olivia Tan,0-30,Morning,5.0,0.0
Inbound,Order Related,Seller Cancelled Order,You are a cheater company you cancelled my order without my consent and even i have complained against you ,,2023-02-08 21:31:00,2023-02-08 21:35:00,2023-08-02,Unknown,Unknown,,,Zachary Ford,Ava Wong,William Kim,On Job Training,Evening,1.0,4.0
Outcall,Order Related,Customer Requested Modifications,No Remarks,,2023-01-08 09:42:00,2023-01-08 10:00:00,2023-08-01,Unknown,Unknown,,,David Harrell,Carter Park,Jennifer Nguyen,On Job Training,Morning,5.0,18.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 13:59:00,2023-01-08 22:16:00,2023-08-01,Unknown,Unknown,,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,1.0,497.0
Inbound,Returns,Fraudulent User,Thank you so much??? ma'am ?? I like Shopzilla ??,,2023-02-08 15:52:00,2023-02-08 15:56:00,2023-08-02,Unknown,Unknown,,,Eric Miller MD,Landon Tanaka,Emily Chen,>90,Morning,5.0,4.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-01-08 22:53:00,2023-01-08 22:55:00,2023-08-01,Unknown,Unknown,,,Tammy Cochran,Madison Kim,John Smith,>90,Split,5.0,2.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 00:43:00,2023-02-08 00:51:00,2023-08-02,Unknown,Unknown,,,Todd Floyd,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,8.0
Inbound,Returns,Service Centres Related,No Remarks,,2023-02-08 17:48:00,2023-02-08 17:48:00,2023-08-02,Unknown,Unknown,,,John Joseph,Nathan Patel,Emily Chen,0-30,Evening,5.0,0.0
Inbound,Order Related,Order status enquiry,Good,,2023-02-08 18:25:00,2023-02-08 20:48:00,2023-08-02,Unknown,Unknown,,,William Scott,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,143.0
Inbound,Returns,Wrong,Please show options on product for Exchange or Refund ,2023-07-26 21:51:00,2023-02-08 13:59:00,2023-02-08 14:07:00,2023-08-02,DALTONGANJ,Electronics,799.0,,Victoria Collins,Isabella Wong,Emily Chen,>90,Split,5.0,8.0
Inbound,Returns,Missing,Very good ??  thank you so much ??  I liked it ?? ,,2023-01-08 07:43:00,2023-01-08 08:13:00,2023-08-01,Unknown,Unknown,,,Luis Bell,Austin Johnson,Michael Lee,0-30,Morning,5.0,30.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 13:23:00,2023-02-08 14:54:00,2023-08-02,Unknown,Unknown,,,Joseph Gibson,Layla Taniguchi,Emily Chen,>90,Morning,5.0,91.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 22:06:00,2023-02-08 22:09:00,2023-08-02,Unknown,Unknown,,,John Rivera,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,3.0
Inbound,Returns,Missing,First understand our problems,2023-07-15 17:32:00,2023-01-08 11:22:00,2023-01-08 13:48:00,2023-08-01,ADILABAD,Mobile,7299.0,,Adam Hammond,Olivia Suzuki,John Smith,31-60,Morning,5.0,146.0
Outcall,Returns,Reverse Pickup Enquiry,Very good conversation.easy to understand and good helpfull.,,2023-02-08 18:25:00,2023-02-08 18:30:00,2023-08-02,Unknown,Unknown,,,Anita Roberts,Mia Patel,Emily Chen,0-30,Evening,5.0,5.0
Outcall,Returns,Reverse Pickup Enquiry,good,,2023-02-08 23:15:00,2023-02-08 23:16:00,2023-08-02,Unknown,Unknown,,,Amanda Hughes,Mia Patel,Emily Chen,61-90,Evening,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 08:30:00,2023-01-08 14:09:00,2023-08-01,Unknown,Unknown,,,Jeffery Galvan,Abigail Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,339.0
Inbound,Order Related,Invoice request,No Remarks,,2023-01-08 11:41:00,2023-01-08 11:50:00,2023-08-01,Unknown,Unknown,,,Virginia Lane,Sophia Sato,John Smith,>90,Split,5.0,9.0
Inbound,Shopzilla Related,General Enquiry,"I wasnt aware that Shopzilla paylater has a charge for using this facility, This wasnt informed to me before I placed the order. I am not able to pay by clicking the link sent by email too",,2023-01-08 10:33:00,2023-01-08 10:39:00,2023-08-01,Unknown,Unknown,,,Melinda Montgomery,Landon Tanaka,Emily Chen,61-90,Split,4.0,6.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 12:49:00,2023-02-08 19:14:00,2023-08-02,Unknown,Unknown,,,Lisa Wilson,Isabella Wong,Emily Chen,>90,Afternoon,5.0,385.0
Inbound,Order Related,Invoice request,No Remarks,,2023-01-08 12:04:00,2023-01-08 12:06:00,2023-08-01,Unknown,Unknown,,,Erika Black,Scarlett Chen,John Smith,0-30,Morning,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 22:51:00,2023-02-08 08:38:00,2023-08-02,Unknown,Unknown,,,Jessica Henderson,Wyatt Kim,Michael Lee,31-60,Evening,5.0,43787.0
Inbound,Returns,Return request,Good ,,2023-01-08 14:30:00,2023-01-08 14:42:00,2023-08-01,Unknown,Unknown,,,Tina Carroll,Layla Taniguchi,Emily Chen,>90,Morning,5.0,12.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 16:46:00,2023-01-08 16:51:00,2023-08-01,Unknown,Unknown,,,Alexa Mcpherson,Brayden Wong,John Smith,>90,Evening,4.0,5.0
Inbound,Payments related,Wallet related,Very happy ,,2023-02-08 10:46:00,2023-02-08 10:47:00,2023-08-02,Unknown,Unknown,,,Mackenzie Scott MD,Emma Park,John Smith,31-60,Morning,5.0,1.0
Inbound,Feedback,UnProfessional Behaviour,Thank you so much,2023-07-25 15:59:00,2023-02-08 11:14:00,2023-02-08 11:20:00,2023-08-02,BUDAUN,Mobile,6299.0,,Christopher Obrien,Noah Patel,Michael Lee,>90,Morning,5.0,6.0
Email,Order Related,Delayed,Shopzilla chor ha. Ma damage product coustomer ko vagungi.okk chor.,2023-07-07 18:04:00,,2023-01-08 03:35:00,2023-08-01,HOWRAH,Electronics,1399.0,,Donna Miller,Logan Lee,Emily Chen,61-90,Evening,1.0,
Inbound,Order Related,Delayed,No Remarks,2023-07-23 14:54:00,2023-01-08 23:01:00,2023-01-08 23:02:00,2023-08-01,MAKRANA,Mobile,32999.0,,Rebecca Graham,Alexander Tanaka,Michael Lee,0-30,Evening,4.0,1.0
Inbound,Order Related,Order status enquiry,Information provided by the executive was not correct.,2023-07-26 16:29:00,,2023-01-08 13:04:00,2023-08-01,BHOPAL,LifeStyle,499.0,,Omar Odonnell,Nathan Patel,John Smith,>90,Split,3.0,
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 14:42:00,2023-01-08 17:06:00,2023-08-01,Unknown,Unknown,,,William Gallagher,Jackson Park,John Smith,>90,Morning,5.0,144.0
Inbound,Order Related,Order status enquiry,"My last 3 orders [grocery basket of 13 items, 8 items and 23 items] were canceled by seller. The orders were canceled after several days of waiting. This resulted in anxiety, mental agony and inconvenience. If I order grocery or any item on Shopzilla then its your duty to ensure the delivery. Very disappointed by the cancellation of last three grocery basket. Cancellation of orders doesn't enhance your brand value. I'm writing to request you all to kindly ensure the delivery of grocery basket of 11 items, order on 30th of July 2023.",,2023-02-08 08:52:00,2023-02-08 08:52:00,2023-08-02,Unknown,Unknown,,,Michele Roberts,Abigail Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,0.0
Inbound,Order Related,Delayed,"If customer is taking to customer support, he wants to have resolution, always solve his problem don't try to pretend to solve.",2023-07-30 07:30:00,,2023-02-08 06:13:00,2023-08-02,NEW DELHI,Books & General merchandise,24.0,,Laura Farmer,Nathan Patel,Michael Lee,>90,Afternoon,1.0,
Outcall,Returns,Return request,Excellent solution,,2023-01-08 23:02:00,2023-01-08 23:05:00,2023-08-01,Unknown,Unknown,,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,5.0,3.0
